Player,Primary_Pos,Club,League,Age,Market_Value_EUR,Predicted_Value,Gap,Value_Ratio
Yassine Kechta,MF,Le Havre,fr Ligue 1,23.0,4000000,3359579.2,-640420.75,0.8398948125
SoumaÃ¯la Coulibaly,DF,Brest,fr Ligue 1,21.0,6000000,5359410.5,-640589.5,0.8932350833333333
Arnaud Nordin,MF,Mainz 05,de Bundesliga,27.0,4000000,3357977.5,-642022.5,0.839494375
Rodrigo Bentancur,MF,Tottenham Hotspur,eng Premier League,28.0,20000000,19356256.0,-643744.0,0.9678128
Robin Zentner,GK,Mainz 05,de Bundesliga,30.0,2500000,1850341.9,-649658.125,0.74013675
AdriÃ  Pedrosa,DF,Elche,es La Liga,27.0,2800000,2129058.5,-670941.5,0.7603780357142857
Marten de Roon,MF,Atalanta,it Serie A,34.0,3200000,2525158.0,-674842.0,0.789111875
Alan Matturro,DF,Levante,es La Liga,20.0,4000000,3324035.0,-675965.0,0.83100875
Pablo MarÃ­,DF,Fiorentina,it Serie A,31.0,2000000,1323541.4,-676458.625,0.6617706875
JesÃºs Areso,DF,Athletic Club,es La Liga,26.0,5000000,4318754.0,-681246.0,0.8637508
Marius Wolf,MF,Augsburg,de Bundesliga,30.0,2500000,1808275.2,-691724.75,0.7233101
Manuel Lazzari,DF,Lazio,it Serie A,31.0,2000000,1304151.9,-695848.125,0.6520759375
Stephan Zagadou,DF,Le Havre,fr Ligue 1,16.0,4000000,3299431.8,-700568.25,0.8248579375
Hassane Kamara,MF,Udinese,it Serie A,31.0,3000000,2281351.0,-718649.0,0.7604503333333333
NicolÃ¡s DomÃ­nguez,MF,Nottingham Forest,eng Premier League,27.0,15000000,14279215.0,-720785.0,0.9519476666666666
Igor Zubeldia,DF,Real Sociedad,es La Liga,28.0,6000000,5276738.0,-723262.0,0.8794563333333333
Ciro Immobile,FW,Paris FC,fr Ligue 1,35.0,1800000,1076010.9,-723989.125,0.5977838194444445
Gaetano Oristanio,FW,Parma,it Serie A,22.0,5000000,4274178.0,-725822.0,0.8548356
IÃ±aki PeÃ±a,GK,Elche,es La Liga,26.0,4000000,3273165.5,-726834.5,0.818291375
Ante Budimir,FW,Osasuna,es La Liga,34.0,2800000,2071044.0,-728956.0,0.7396585714285714
Andoni Gorosabel,DF,Athletic Club,es La Liga,28.0,3000000,2268131.0,-731869.0,0.7560436666666667
Ayoze PÃ©rez,FW,Villarreal,es La Liga,32.0,5000000,4266302.0,-733698.0,0.8532604
Senne Lynen,MF,Werder Bremen,de Bundesliga,26.0,8000000,7257550.5,-742449.5,0.9071938125
Nemanja Gudelj,DF,Sevilla,es La Liga,33.0,2000000,1253520.9,-746479.125,0.6267604375
Martijn Kaars,FW,St Pauli,de Bundesliga,26.0,3000000,2250750.8,-749249.25,0.75025025
Deiver Machado,DF,Nantes,fr Ligue 1,31.0,1800000,1050450.8,-749549.25,0.58358375
RÃ©my Cabella,MF,Nantes,fr Ligue 1,35.0,1200000,445137.9,-754862.09375,0.37094825520833336
Christian GÃ¼nter,DF,Freiburg,de Bundesliga,32.0,2000000,1231549.6,-768450.375,0.6157748125
Filip Ugrinic,MF,Valencia,es La Liga,26.0,6000000,5226520.0,-773480.0,0.8710866666666667
Yannick Gerhardt,MF,Wolfsburg,de Bundesliga,31.0,1800000,1021737.44,-778262.5625,0.5676319097222222
Adam Daghim,MF,Wolfsburg,de Bundesliga,19.0,7500000,6720585.5,-779414.5,0.8960780666666667
Pascal GroÃŸ,MF,Dortmund,de Bundesliga,34.0,2500000,1720159.8,-779840.25,0.6880639
Mattia Zaccagni,FW,Lazio,it Serie A,30.0,7500000,6719323.0,-780677.0,0.8959097333333333
Gautier Lloris,DF,Le Havre,fr Ligue 1,30.0,3000000,2217875.0,-782125.0,0.7392916666666667
Stefan de Vrij,DF,Inter,it Serie A,33.0,3000000,2213040.8,-786959.25,0.73768025
Santiago Colombatto,MF,Oviedo,es La Liga,28.0,2500000,1710208.0,-789792.0,0.6840832
Louis Oppie,MF,St Pauli,de Bundesliga,23.0,2500000,1689047.5,-810952.5,0.675619
Samuel Mbangula,MF,Werder Bremen,de Bundesliga,21.0,8000000,7172211.0,-827789.0,0.896526375
Haissem Hassan,MF,Oviedo,es La Liga,23.0,3500000,2671288.5,-828711.5,0.7632252857142857
Niklas SÃ¼le,DF,Dortmund,de Bundesliga,29.0,4000000,3167542.0,-832458.0,0.7918855
RamÃ³n Terrats,MF,Espanyol,es La Liga,24.0,3000000,2157897.2,-842102.75,0.7192990833333334
Kieran Trippier,DF,Newcastle United,eng Premier League,34.0,1500000,656101.6,-843898.375,0.43740108333333333
Christian Eriksen,MF,Wolfsburg,de Bundesliga,33.0,2500000,1647950.4,-852049.625,0.65918015
Alex KrÃ¡l,MF,Union Berlin,de Bundesliga,27.0,2500000,1643773.6,-856226.375,0.65750945
Buba SangarÃ©,DF,Elche,es La Liga,17.0,4500000,3639048.5,-860951.5,0.8086774444444444
Domenico Berardi,FW,Sassuolo,it Serie A,30.0,7000000,6123219.5,-876780.5,0.8747456428571428
Romain Faivre,MF,Auxerre,fr Ligue 1,27.0,4000000,3119992.5,-880007.5,0.779998125
Michel Aebischer,MF,Pisa,it Serie A,28.0,4000000,3108510.5,-891489.5,0.777127625
Ali Abdi,MF,Nice,fr Ligue 1,31.0,2000000,1106593.2,-893406.75,0.553296625
Maximilian Arnold,MF,Wolfsburg,de Bundesliga,31.0,3000000,2104796.0,-895204.0,0.7015986666666667
Brendan Chardonnet,DF,Brest,fr Ligue 1,30.0,4000000,3104309.8,-895690.25,0.7760774375
Jorge de Frutos,FW,Rayo Vallecano,es La Liga,28.0,12000000,11103623.0,-896377.0,0.9253019166666666
Jordy Makengo,DF,Freiburg,de Bundesliga,23.0,6000000,5096953.5,-903046.5,0.84949225
Lucas HÃ¶ler,FW,Freiburg,de Bundesliga,31.0,3000000,2089591.8,-910408.25,0.6965305833333333
Moritz Jenz,DF,Wolfsburg,de Bundesliga,26.0,5000000,4083123.2,-916876.75,0.81662465
Hugo Magnetti,MF,Brest,fr Ligue 1,27.0,6000000,5071459.5,-928540.5,0.84524325
BeÃ±at Turrientes,MF,Real Sociedad,es La Liga,23.0,10000000,9067821.0,-932179.0,0.9067821
Giovane,FW,Hellas Verona,it Serie A,21.0,12000000,11060904.0,-939096.0,0.921742
Tyrick Mitchell,MF,Crystal Palace,eng Premier League,25.0,25000000,24059404.0,-940596.0,0.96237616
Conor Bradley,DF,Liverpool,eng Premier League,22.0,25000000,24044724.0,-955276.0,0.96178896
Gessime Yassine,MF,Strasbourg,fr Ligue 1,19.0,12000000,11026906.0,-973094.0,0.9189088333333333
Sebastian SzymaÅ„ski,MF,Rennes,fr Ligue 1,26.0,12000000,11015323.0,-984677.0,0.9179435833333334
Alpha TourÃ©,MF,Metz,fr Ligue 1,19.0,5000000,4015157.5,-984842.5,0.8030315
Lennon Miller,MF,Udinese,it Serie A,18.0,10000000,9014020.0,-985980.0,0.901402
Alessandro Circati,DF,Parma,it Serie A,21.0,12000000,11010303.0,-989697.0,0.91752525
Odysseas Vlachodimos,GK,Sevilla,es La Liga,31.0,3000000,2005298.4,-994701.625,0.6684327916666667
Harry Maguire,DF,Manchester Utd,eng Premier League,32.0,8000000,7003488.0,-996512.0,0.875436
Sam Beukema,DF,Napoli,it Serie A,26.0,22000000,20995676.0,-1004324.0,0.9543489090909091
Rolando Mandragora,MF,Fiorentina,it Serie A,28.0,9000000,7991342.0,-1008658.0,0.8879268888888889
Vladyslav Vanat,FW,Girona,es La Liga,23.0,15000000,13987148.0,-1012852.0,0.9324765333333334
Stefano Turati,GK,Sassuolo,it Serie A,23.0,3000000,1984054.0,-1015946.0,0.6613513333333333
Liam Delap,FW,Chelsea,eng Premier League,22.0,28000000,26976056.0,-1023944.0,0.9634305714285715
Geoffrey Kondogbia,MF,Marseille,fr Ligue 1,32.0,3000000,1975420.0,-1024580.0,0.6584733333333334
Francesco Coppola,DF,Pisa,it Serie A,20.0,3500000,2472815.0,-1027185.0,0.7065185714285714
Juan Musso,GK,AtlÃ©tico Madrid,es La Liga,31.0,3000000,1960580.0,-1039420.0,0.6535266666666667
James Ward-Prowse,MF,Burnley,eng Premier League,30.0,5000000,3947419.5,-1052580.5,0.7894839
Benedict Hollerbach,FW,Mainz 05,de Bundesliga,24.0,8000000,6945223.5,-1054776.5,0.8681529375
Hugo Bolin,MF,Gladbach,de Bundesliga,22.0,6000000,4936515.0,-1063485.0,0.8227525
Amos Pieper,DF,Werder Bremen,de Bundesliga,27.0,4000000,2935779.0,-1064221.0,0.73394475
Hans Nicolussi Caviglia,MF,Fiorentina,it Serie A,25.0,6000000,4932096.5,-1067903.5,0.8220160833333333
Matt O'Riley,MF,Marseille,fr Ligue 1,24.0,18000000,16926292.0,-1073708.0,0.9403495555555555
Antonio Blanco,MF,AlavÃ©s,es La Liga,25.0,10000000,8920106.0,-1079894.0,0.8920106
Berat Djimsiti,DF,Atalanta,it Serie A,32.0,4000000,2906256.2,-1093743.75,0.7265640625
Razvan Sava,GK,Udinese,it Serie A,23.0,2500000,1386726.2,-1113273.75,0.5546905
Gift Orban,FW,Hellas Verona,it Serie A,23.0,7000000,5883927.5,-1116072.5,0.8405610714285714
NicolÃ¡s Capaldo,DF,Hamburger SV,de Bundesliga,26.0,8000000,6880117.0,-1119883.0,0.860014625
Unai NÃºÃ±ez,DF,Hellas Verona,it Serie A,28.0,3500000,2374789.8,-1125210.25,0.6785113571428572
Leon Bailey,MF,Aston Villa,eng Premier League,27.0,14000000,12862090.0,-1137910.0,0.9187207142857143
Jenson Seelt,DF,Wolfsburg,de Bundesliga,22.0,5000000,3856654.2,-1143345.75,0.77133085
Matthias Ginter,DF,Freiburg,de Bundesliga,31.0,5000000,3843568.2,-1156431.75,0.76871365
Arouna Sangante,DF,Le Havre,fr Ligue 1,23.0,8000000,6838936.5,-1161063.5,0.8548670625
Johan VÃ¡squez,DF,Genoa,it Serie A,26.0,12000000,10833424.0,-1166576.0,0.9027853333333333
Kevin Trapp,GK,Paris FC,fr Ligue 1,35.0,1800000,630637.06,-1169362.9375,0.3503539236111111
AarÃ³n MartÃ­n,MF,Genoa,it Serie A,28.0,5000000,3825302.5,-1174697.5,0.7650605
Luka SuÄiÄ‡,MF,Real Sociedad,es La Liga,22.0,10000000,8819573.0,-1180427.0,0.8819573
Thijs Dallinga,FW,Bologna,it Serie A,24.0,9000000,7818031.5,-1181968.5,0.8686701666666666
Alex Meret,GK,Napoli,it Serie A,28.0,8000000,6817746.5,-1182253.5,0.8522183125
Dan Burn,DF,Newcastle United,eng Premier League,33.0,4000000,2815671.8,-1184328.25,0.7039179375
Che Adams,FW,Torino,it Serie A,29.0,5000000,3808743.2,-1191256.75,0.76174865
Remo Freuler,MF,Bologna,it Serie A,33.0,3000000,1795877.4,-1204122.625,0.5986257916666666
Giovanni Di Lorenzo,DF,Napoli,it Serie A,31.0,7500000,6271722.5,-1228277.5,0.8362296666666666
Lukas Nmecha,FW,Leeds United,eng Premier League,26.0,10000000,8761627.0,-1238373.0,0.8761627
Jack Harrison,FW,Fiorentina,it Serie A,28.0,6500000,5256151.0,-1243849.0,0.8086386153846153
Romain Del Castillo,MF,Brest,fr Ligue 1,29.0,7000000,5752622.0,-1247378.0,0.8218031428571428
Armand Lauriente,FW,Sassuolo,it Serie A,26.0,19000000,17749768.0,-1250232.0,0.9341983157894737
Niclas FÃ¼llkrug,FW,Milan,it Serie A,32.0,3500000,2248225.8,-1251774.25,0.6423502142857143
DuvÃ¡n Zapata,FW,Torino,it Serie A,34.0,2500000,1241944.1,-1258055.875,0.49677765
Junior Firpo,DF,Real Betis,es La Liga,28.0,3500000,2224560.5,-1275439.5,0.6355887142857143
Baptiste Santamaria,MF,Valencia,es La Liga,30.0,2500000,1216410.2,-1283589.75,0.4865641
M'Bala Nzola,FW,Pisa,it Serie A,28.0,4000000,2715617.8,-1284382.25,0.6789044375
Mateus Mane,MF,Wolves,eng Premier League,17.0,20000000,18708344.0,-1291656.0,0.9354172
Yehvann Diouf,GK,Nice,fr Ligue 1,25.0,7000000,5703969.5,-1296030.5,0.8148527857142858
Lucas Gourna-Douath,MF,Le Havre,fr Ligue 1,21.0,6000000,4702336.0,-1297664.0,0.7837226666666667
Rafik Belghali,MF,Hellas Verona,it Serie A,23.0,7000000,5691330.5,-1308669.5,0.8130472142857142
Jayden Addai,MF,Como,it Serie A,19.0,20000000,18682596.0,-1317404.0,0.9341298
Ander Guevara,MF,AlavÃ©s,es La Liga,28.0,2500000,1169861.6,-1330138.375,0.46794465
Felix Agu,DF,Werder Bremen,de Bundesliga,25.0,4500000,3167067.8,-1332932.25,0.7037928333333333
Ibrahim Sulemana,MF,Cagliari,it Serie A,22.0,6000000,4662780.0,-1337220.0,0.77713
Gabriele Piccinini,MF,Pisa,it Serie A,24.0,3000000,1662442.6,-1337557.375,0.5541475416666667
Warren Bondo,MF,Cremonese,it Serie A,21.0,6000000,4653757.0,-1346243.0,0.7756261666666666
Franck Honorat,MF,Gladbach,de Bundesliga,28.0,7000000,5652557.5,-1347442.5,0.8075082142857143
Darlin Yongwa,DF,Lorient,fr Ligue 1,24.0,5000000,3639055.2,-1360944.75,0.72781105
Yves Bissouma,MF,Tottenham Hotspur,eng Premier League,28.0,10000000,8634078.0,-1365922.0,0.8634078
Kilian Fischer,DF,Wolfsburg,de Bundesliga,24.0,4000000,2629410.0,-1370590.0,0.6573525
Unai GÃ³mez,MF,Athletic Club,es La Liga,22.0,5000000,3604584.2,-1395415.75,0.72091685
Jan Virgili,MF,Mallorca,es La Liga,19.0,15000000,13603640.0,-1396360.0,0.9069093333333333
Issa Diop,DF,Fulham,eng Premier League,28.0,8000000,6597760.0,-1402240.0,0.82472
Jon Pacheco,DF,AlavÃ©s,es La Liga,24.0,5000000,3593665.8,-1406334.25,0.71873315
Carl Starfelt,DF,Celta Vigo,es La Liga,30.0,4500000,3085031.8,-1414968.25,0.6855626111111112
Olivier Boscagli,DF,Brighton,eng Premier League,27.0,15000000,13579064.0,-1420936.0,0.9052709333333333
Gabriel Suazo,DF,Sevilla,es La Liga,27.0,6000000,4561187.0,-1438813.0,0.7601978333333334
Santiago Bueno,DF,Wolves,eng Premier League,26.0,10000000,8555906.0,-1444094.0,0.8555906
Aitor Paredes,DF,Athletic Club,es La Liga,25.0,7500000,6040252.0,-1459748.0,0.8053669333333333
Jordan Zemura,MF,Udinese,it Serie A,25.0,5000000,3537185.5,-1462814.5,0.7074371
Alphonse Areola,GK,West Ham United,eng Premier League,32.0,4000000,2520235.8,-1479764.25,0.6300589375
Abdoulaye Ndiaye,DF,Parma,it Serie A,23.0,6000000,4514010.0,-1485990.0,0.752335
Gianluca Mancini,DF,Roma,it Serie A,29.0,15000000,13513721.0,-1486279.0,0.9009147333333334
BafodÃ© DiakitÃ©,DF,Bournemouth,eng Premier League,24.0,25000000,23507180.0,-1492820.0,0.9402872
Armel Bella Kotchap,DF,Hellas Verona,it Serie A,23.0,7000000,5505957.0,-1494043.0,0.7865652857142857
Ludovic Blas,MF,Rennes,fr Ligue 1,27.0,10000000,8503868.0,-1496132.0,0.8503868
Ãlex Moreno,DF,Girona,es La Liga,32.0,3000000,1486254.0,-1513746.0,0.495418
Sean Longstaff,MF,Leeds United,eng Premier League,27.0,15000000,13486041.0,-1513959.0,0.8990694
Guido RodrÃ­guez,MF,Valencia,es La Liga,31.0,4000000,2466347.5,-1533652.5,0.616586875
Ãlex Berenguer,MF,Athletic Club,es La Liga,30.0,4000000,2454624.5,-1545375.5,0.613656125
NicolÃ¡s Tagliafico,DF,Lyon,fr Ligue 1,32.0,4000000,2451431.2,-1548568.75,0.6128578125
Ermedin DemiroviÄ‡,FW,Stuttgart,de Bundesliga,27.0,22000000,20444592.0,-1555408.0,0.9292996363636363
Callum Wilson,FW,West Ham United,eng Premier League,33.0,4000000,2441741.2,-1558258.75,0.6104353125
Gabriel Strefezza,FW,Parma,it Serie A,28.0,6500000,4927578.5,-1572421.5,0.758089
Maximilian MittelstÃ¤dt,DF,Stuttgart,de Bundesliga,28.0,18000000,16427347.0,-1572653.0,0.9126303888888889
Bradley Locko,DF,Brest,fr Ligue 1,23.0,6000000,4402145.0,-1597855.0,0.7336908333333333
Eivind Helland,DF,Bologna,it Serie A,20.0,8000000,6393335.5,-1606664.5,0.7991669375
Bryan Gil,MF,Girona,es La Liga,24.0,8000000,6391695.5,-1608304.5,0.7989619375
Nikola Vasilj,GK,St Pauli,de Bundesliga,29.0,4500000,2891016.5,-1608983.5,0.6424481111111111
NicolÃ² Cambiaghi,MF,Bologna,it Serie A,24.0,14000000,12382830.0,-1617170.0,0.8844878571428572
Sander Berge,MF,Fulham,eng Premier League,27.0,25000000,23372652.0,-1627348.0,0.93490608
Arnau Martinez,DF,Girona,es La Liga,22.0,10000000,8367813.0,-1632187.0,0.8367813
Sergio GÃ³mez,DF,Real Sociedad,es La Liga,24.0,15000000,13362651.0,-1637349.0,0.8908434
Ibrahim Osman,MF,Auxerre,fr Ligue 1,20.0,7000000,5354470.5,-1645529.5,0.7649243571428571
Patrick Cutrone,FW,Parma,it Serie A,27.0,5000000,3351626.8,-1648373.25,0.67032535
Koke,MF,AtlÃ©tico Madrid,es La Liga,33.0,5000000,3351559.8,-1648440.25,0.67031195
Morgan Sanson,MF,Nice,fr Ligue 1,30.0,3500000,1846319.4,-1653680.625,0.5275198214285715
Mostafa Mohamed,FW,Nantes,fr Ligue 1,27.0,3500000,1838995.0,-1661005.0,0.5254271428571429
Sebastian Nanasi,MF,Strasbourg,fr Ligue 1,23.0,15000000,13330729.0,-1669271.0,0.8887152666666667
Arthur Atta,MF,Udinese,it Serie A,22.0,25000000,23325980.0,-1674020.0,0.9330392
Habib Diallo,FW,Metz,fr Ligue 1,30.0,4000000,2325180.0,-1674820.0,0.581295
Johann Lepenant,MF,Nantes,fr Ligue 1,22.0,7000000,5310512.0,-1689488.0,0.7586445714285714
Michael Zetterer,GK,Eintracht Frankfurt,de Bundesliga,30.0,4000000,2309716.0,-1690284.0,0.577429
Ola Aina,DF,Nottingham Forest,eng Premier League,28.0,18000000,16309553.0,-1690447.0,0.9060862777777777
Robin Gosens,DF,Fiorentina,it Serie A,31.0,4000000,2302357.5,-1697642.5,0.575589375
Sead KolaÅ¡inac,DF,Atalanta,it Serie A,32.0,4000000,2299009.2,-1700990.75,0.5747523125
Jakub KamiÅ„ski,MF,KÃ¶ln,de Bundesliga,23.0,17000000,15296267.0,-1703733.0,0.8997804117647059
Ibrahim Mbaye,FW,Paris Saint-Germain,fr Ligue 1,17.0,30000000,28286308.0,-1713692.0,0.9428769333333333
Mikel Merino,MF,Arsenal,eng Premier League,29.0,25000000,23280288.0,-1719712.0,0.93121152
Oscar Bobb,MF,Fulham,eng Premier League,22.0,28000000,26278380.0,-1721620.0,0.9385135714285714
Justin Devenny,MF,Crystal Palace,eng Premier League,21.0,12000000,10275384.0,-1724616.0,0.856282
Bernd Leno,GK,Fulham,eng Premier League,33.0,6000000,4258599.0,-1741401.0,0.7097665
Jamie Leweling,MF,Stuttgart,de Bundesliga,24.0,40000000,38254588.0,-1745412.0,0.9563647
Petar Sucic,MF,Inter,it Serie A,21.0,40000000,38254220.0,-1745780.0,0.9563555
Robin Koch,DF,Eintracht Frankfurt,de Bundesliga,29.0,10000000,8253432.5,-1746567.5,0.82534325
Daniele Ghilardi,DF,Roma,it Serie A,22.0,18000000,16252198.0,-1747802.0,0.9028998888888888
Mauro Arambarri,MF,Getafe,es La Liga,29.0,8000000,6241358.0,-1758642.0,0.78016975
Mario GÃ¶tze,MF,Eintracht Frankfurt,de Bundesliga,33.0,3000000,1240188.9,-1759811.125,0.4133962916666667
Thilo Kehrer,DF,Monaco,fr Ligue 1,28.0,12000000,10228805.0,-1771195.0,0.8524004166666667
Kristijan JakiÄ‡,MF,Augsburg,de Bundesliga,28.0,6000000,4227635.0,-1772365.0,0.7046058333333334
Brice Samba,GK,Rennes,fr Ligue 1,31.0,7000000,5227267.5,-1772732.5,0.7467525
Junior Mwanga,MF,Nantes,fr Ligue 1,22.0,6000000,4214178.0,-1785822.0,0.702363
JosÃ© SÃ¡,GK,Wolves,eng Premier League,32.0,3500000,1705827.9,-1794172.125,0.4873793928571429
Eric Smith,DF,St Pauli,de Bundesliga,28.0,5000000,3198870.5,-1801129.5,0.6397741
Chris Wood,FW,Nottingham Forest,eng Premier League,33.0,5000000,3192921.2,-1807078.75,0.63858425
Nathan Ngoy,DF,Lille,fr Ligue 1,22.0,25000000,23177720.0,-1822280.0,0.9271088
Robert Lewandowski,FW,Barcelona,es La Liga,36.0,7000000,5169276.0,-1830724.0,0.738468
Harrison Armstrong,MF,Everton,eng Premier League,18.0,12000000,10163287.0,-1836713.0,0.8469405833333333
Junior Dina Ebimbe,MF,Brest,fr Ligue 1,24.0,6000000,4161099.2,-1838900.75,0.6935165416666667
Corentin Tolisso,MF,Lyon,fr Ligue 1,30.0,10000000,8158770.5,-1841229.5,0.81587705
Jonathan David,FW,Juventus,it Serie A,25.0,30000000,28158408.0,-1841592.0,0.9386136
Sadibou SanÃ©,DF,Metz,fr Ligue 1,21.0,7000000,5152301.0,-1847699.0,0.736043
Osame Sahraoui,MF,Lille,fr Ligue 1,24.0,9000000,7130248.0,-1869752.0,0.7922497777777778
Adrian Benedyczak,FW,Parma,it Serie A,24.0,5000000,3101433.5,-1898566.5,0.6202867
Aster Vranckx,MF,Sassuolo,it Serie A,22.0,5000000,3095311.0,-1904689.0,0.6190622
Yankuba Minteh,MF,Brighton,eng Premier League,21.0,45000000,43075730.0,-1924272.0,0.9572384
Zeki Ã‡elik,MF,Roma,it Serie A,28.0,14000000,12072587.0,-1927413.0,0.8623276428571428
Emiliano MartÃ­nez,GK,Aston Villa,eng Premier League,32.0,12000000,10051398.0,-1948602.0,0.8376165
Vincenzo Grifo,MF,Freiburg,de Bundesliga,32.0,4000000,2036749.0,-1963251.0,0.50918725
Alberto Dossena,DF,Cagliari,it Serie A,26.0,6000000,4030434.2,-1969565.75,0.6717390416666666
Ä°sak Vural,MF,Pisa,it Serie A,19.0,5000000,3022950.8,-1977049.25,0.60459015
Miguel GutiÃ©rrez,MF,Napoli,it Serie A,24.0,22000000,20020996.0,-1979004.0,0.9100452727272728
Isak Jansson,FW,Nice,fr Ligue 1,23.0,4000000,2008266.6,-1991733.375,0.50206665625
GerÃ³nimo Rulli,GK,Marseille,fr Ligue 1,33.0,6000000,4004034.0,-1995966.0,0.667339
Martin Satriano,FW,Lyon,fr Ligue 1,24.0,10000000,7996457.5,-2003542.5,0.79964575
Alex Iwobi,MF,Fulham,eng Premier League,29.0,20000000,17996304.0,-2003696.0,0.8998152
Obed Nkambadio,GK,Paris FC,fr Ligue 1,22.0,5000000,2988048.8,-2011951.25,0.59760975
Giovanni Simeone,FW,Torino,it Serie A,30.0,7000000,4982255.0,-2017745.0,0.7117507142857142
IsmaÃ«l DoukourÃ©,DF,Strasbourg,fr Ligue 1,22.0,20000000,17961876.0,-2038124.0,0.8980938
Giovanni Fabbian,MF,Bologna,it Serie A,22.0,10000000,7959594.5,-2040405.5,0.79595945
Salis Abdul Samed,MF,Nice,fr Ligue 1,25.0,4000000,1957534.6,-2042465.375,0.48938365625
Chidera Ejuke,MF,Sevilla,es La Liga,27.0,4000000,1956580.9,-2043419.125,0.48914521875
Eric Dier,DF,Monaco,fr Ligue 1,31.0,4000000,1948402.9,-2051597.125,0.48710071875
David de Gea,GK,Fiorentina,it Serie A,34.0,3500000,1448280.6,-2051719.375,0.41379446428571426
Chris Richards,DF,Crystal Palace,eng Premier League,25.0,28000000,25948260.0,-2051740.0,0.9267235714285714
JoÃ£o Cancelo,DF,Barcelona,es La Liga,31.0,8000000,5947361.0,-2052639.0,0.743420125
Elia Caprile,GK,Cagliari,it Serie A,23.0,15000000,12917185.0,-2082815.0,0.8611456666666667
MartÃ­n Payero,MF,Cremonese,it Serie A,26.0,5000000,2915520.0,-2084480.0,0.583104
Junior Diaz,DF,Brest,fr Ligue 1,22.0,6000000,3908275.2,-2091724.75,0.6513792083333333
Diego Carlos,DF,Como,it Serie A,32.0,5000000,2903519.2,-2096480.75,0.58070385
Juan RodrÃ­guez,DF,Cagliari,it Serie A,20.0,10000000,7897193.0,-2102807.0,0.7897193
Valentin Rongier,MF,Rennes,fr Ligue 1,30.0,8000000,5883893.5,-2116106.5,0.7354866875
Ellyes Skhiri,MF,Eintracht Frankfurt,de Bundesliga,30.0,5000000,2817219.0,-2182781.0,0.5634438
Maarten Vandevoordt,GK,RB Leipzig,de Bundesliga,23.0,15000000,12800709.0,-2199291.0,0.8533806
Romano Schmid,MF,Werder Bremen,de Bundesliga,25.0,15000000,12796413.0,-2203587.0,0.8530942
Emirhan Ä°lkhan,MF,Torino,it Serie A,21.0,6000000,3790353.8,-2209646.25,0.631725625
Aljoscha Kemlein,MF,Union Berlin,de Bundesliga,20.0,12000000,9760264.0,-2239736.0,0.8133553333333333
David Raya,GK,Arsenal,eng Premier League,29.0,30000000,27755924.0,-2244076.0,0.9251974666666667
Idrissa TourÃ©,MF,Pisa,it Serie A,27.0,5000000,2749746.5,-2250253.5,0.5499493
HervÃ© Koffi,GK,Angers,fr Ligue 1,28.0,6000000,3749440.2,-2250559.75,0.6249067083333333
Cameron Puertas,MF,Werder Bremen,de Bundesliga,26.0,7000000,4742196.5,-2257803.5,0.6774566428571429
Jonathan Clauss,MF,Nice,fr Ligue 1,32.0,4000000,1737835.8,-2262164.25,0.4344589375
Wout Faes,DF,Monaco,fr Ligue 1,27.0,10000000,7736032.5,-2263967.5,0.77360325
Granit Xhaka,MF,Sunderland,eng Premier League,32.0,8000000,5715104.5,-2284895.5,0.7143880625
Nikola VlaÅ¡iÄ‡,MF,Torino,it Serie A,27.0,10000000,7699122.0,-2300878.0,0.7699122
Martin VitÃ­k,DF,Bologna,it Serie A,22.0,13000000,10662294.0,-2337706.0,0.8201764615384616
Bilal Nadir,MF,Marseille,fr Ligue 1,21.0,8000000,5603597.0,-2396403.0,0.700449625
TomÃ¡Å¡ SouÄek,MF,West Ham United,eng Premier League,30.0,10000000,7593925.0,-2406075.0,0.7593925
Noah Nartey,MF,Lyon,fr Ligue 1,19.0,15000000,12584718.0,-2415282.0,0.8389812
Amine Gouiri,FW,Marseille,fr Ligue 1,25.0,28000000,25583468.0,-2416532.0,0.9136952857142857
Alessio Romagnoli,DF,Lazio,it Serie A,30.0,6000000,3577321.2,-2422678.75,0.5962202083333333
Arthur Theate,DF,Eintracht Frankfurt,de Bundesliga,25.0,17000000,14574074.0,-2425926.0,0.8572984705882353
Cristian Volpato,FW,Sassuolo,it Serie A,21.0,10000000,7571760.0,-2428240.0,0.757176
Andrea Pinamonti,FW,Sassuolo,it Serie A,26.0,15000000,12559875.0,-2440125.0,0.837325
Keven Schlotterbeck,DF,Augsburg,de Bundesliga,28.0,6000000,3559064.8,-2440935.25,0.5931774583333334
Destiny Udogie,DF,Tottenham Hotspur,eng Premier League,22.0,30000000,27552168.0,-2447832.0,0.9184056
Mario MartÃ­n,MF,Getafe,es La Liga,21.0,10000000,7546982.5,-2453017.5,0.75469825
Stanislav Lobotka,MF,Napoli,it Serie A,30.0,10000000,7539831.5,-2460168.5,0.75398315
Axel Disasi,DF,West Ham United,eng Premier League,27.0,15000000,12526548.0,-2473452.0,0.8351032
Ben Chilwell,DF,Strasbourg,fr Ligue 1,28.0,10000000,7514377.0,-2485623.0,0.7514377
Crysencio Summerville,MF,West Ham United,eng Premier League,23.0,35000000,32509684.0,-2490316.0,0.9288481142857142
Luca Netz,MF,Gladbach,de Bundesliga,22.0,8000000,5509597.0,-2490403.0,0.688699625
